WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSQ,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSR,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSS,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCST,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSU,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSV,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSW,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSX,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSY,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCSZ,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCS2,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCS3,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCS4,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCS5,0
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCS6,1
WH2CKDIMSXVVQEQDS5AR5RF67JHRAY7ELCS7,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36Q,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36R,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36S,1
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36T,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36U,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36V,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36W,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36X,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36Y,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP36Z,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP362,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP363,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP364,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP365,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP366,0
3UR626NS4TK7GIV5SIXRLEFOCWYLHGEVP367,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRQ,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRR,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRS,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRT,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRU,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRV,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRW,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRX,1
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRY,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVRZ,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVR2,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVR3,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVR4,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVR5,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVR6,0
PA2M2N6K7JFY4ZLYEOZ3KCQ5KAAY5M4KOVR7,0
23UMP5NTHDQS4GHZDYASHXEQ4DCN5EDVDYKQ,0
23UMP5NTHDQS4GHZDYASHXEQ4DCN5EDVDYKR,0
23UMP5NTHDQS4GHZDYASHXEQ4DCN5EDVDYKS,0
23UMP5NTHDQS4GHZDYASHXEQ4DCN5EDVDYKT,0
23UMP5NTHDQS4GHZDYASHXEQ4DCN5EDVDYKU,0
23UMP5NTHDQS4GHZDYASHXEQ4DCN5EDVDYKV,0
23UMP5NTHDQS4GHZDYASHXEQ4DCN5EDVDYKW,0
23UMP5NTHDQS4GHZDYASHXEQ4DCN5EDVDYKX,0
